run_id,prompt_id,consequence_type,family_count,summary_method,p_implement_from_implement_question,p_implement_from_reject_question,p_implement_arithmetic_mean,absolute_polarity_gap,semantic_logit_implement_question,semantic_logit_reject_question,semantic_logit_mean,p_implement_logodds_sym,polarity_effect_logit_reject_minus_implement
20260824T115941Z,stage_1_wetland_elimination,elimination,0,direct_implement_question,0.009247565178115908,,0.009247565178115908,,-4.674104396734435,,-4.674104396734435,0.009247565178115908,
20260824T115941Z,stage_1_wetland_elimination,elimination,1,direct_implement_question,0.002246099996092809,,0.002246099996092809,,-6.0963112755368405,,-6.0963112755368405,0.002246099996092809,
20260824T115941Z,stage_1_wetland_elimination,elimination,10,direct_implement_question,0.023559071995241525,,0.023559071995241525,,-3.7244032858811256,,-3.7244032858811256,0.023559071995241525,
20260824T115941Z,stage_1_wetland_elimination,elimination,100,direct_implement_question,0.004099826151776106,,0.004099826151776106,,-5.4927024546960705,,-5.4927024546960705,0.004099826151776106,
20260824T115941Z,stage_1_wetland_elimination,elimination,1000,direct_implement_question,0.01011308818530711,,0.01011308818530711,,-4.583760261236843,,-4.583760261236843,0.01011308818530711,
20260824T115941Z,stage_1_wetland_elimination,elimination,5000,direct_implement_question,0.003671978229383936,,0.003671978229383936,,-5.603345998567839,,-5.603345998567839,0.003671978229383936,
20260824T115941Z,stage_1_wetland_elimination,elimination,10000,direct_implement_question,0.002289071485625928,,0.002289071485625928,,-6.07731731301647,,-6.07731731301647,0.002289071485625928,
20260824T115941Z,stage_1_wetland_elimination,elimination,100000,direct_implement_question,0.0007565575194980879,,0.0007565575194980879,,-7.185975150067375,,-7.185975150067375,0.0007565575194980879,
20260824T115941Z,stage_1_wetland_elimination,elimination,500000,direct_implement_question,0.0010870262525694513,,0.0010870262525694513,,-6.823221902242757,,-6.823221902242757,0.0010870262525694513,
20260824T115941Z,stage_1_wetland_elimination,elimination,1000000,direct_implement_question,0.013071170894327744,,0.013071170894327744,,-4.324188818501686,,-4.324188818501686,0.013071170894327744,
