run_id,prompt_id,consequence_type,family_count,summary_method,p_implement_from_implement_question,p_implement_from_reject_question,p_implement_arithmetic_mean,absolute_polarity_gap,semantic_logit_implement_question,semantic_logit_reject_question,semantic_logit_mean,p_implement_logodds_sym,polarity_effect_logit_reject_minus_implement
20260824T121516Z,stage_1_wetland_elimination,elimination,0,direct_implement_question,0.2798976595849559,,0.2798976595849559,,-0.9449693064995812,,-0.9449693064995812,0.2798976595849559,
20260824T121516Z,stage_1_wetland_elimination,elimination,1,direct_implement_question,0.7223664285080625,,0.7223664285080625,,0.9562303727681349,,0.9562303727681349,0.7223664285080625,
20260824T121516Z,stage_1_wetland_elimination,elimination,10,direct_implement_question,0.7555994258170852,,0.7555994258170852,,1.1287027990718483,,1.1287027990718483,0.7555994258170852,
20260824T121516Z,stage_1_wetland_elimination,elimination,100,direct_implement_question,0.2511933643949025,,0.2511933643949025,,-1.0922577681564682,,-1.0922577681564682,0.2511933643949025,
20260824T121516Z,stage_1_wetland_elimination,elimination,1000,direct_implement_question,0.37039049149000824,,0.37039049149000824,,-0.5305419679318031,,-0.5305419679318031,0.37039049149000824,
20260824T121516Z,stage_1_wetland_elimination,elimination,5000,direct_implement_question,0.19152684197529007,,0.19152684197529007,,-1.4401195129729505,,-1.4401195129729505,0.19152684197529007,
20260824T121516Z,stage_1_wetland_elimination,elimination,10000,direct_implement_question,0.04780950358722459,,0.04780950358722459,,-2.9915406764959154,,-2.9915406764959154,0.04780950358722459,
20260824T121516Z,stage_1_wetland_elimination,elimination,100000,direct_implement_question,0.01627766837997996,,0.01627766837997996,,-4.10154954350357,,-4.10154954350357,0.01627766837997996,
20260824T121516Z,stage_1_wetland_elimination,elimination,500000,direct_implement_question,0.002546003085575504,,0.002546003085575504,,-5.970681317253846,,-5.970681317253846,0.002546003085575504,
20260824T121516Z,stage_1_wetland_elimination,elimination,1000000,direct_implement_question,0.16013624234708607,,0.16013624234708607,,-1.6572147178420955,,-1.6572147178420955,0.16013624234708607,
