run_id,experiment,prompt_id,displaced_families,ordering,displace_label,p_displace,semantic_logit_displace,p_a_binary,label_a_logprob,label_b_logprob,generated_text,first_generated_token,model_requested,model_returned,system_fingerprint,response_id,input_tokens,output_tokens,total_tokens,prompt_sha256,template_sha256
20260824T095853Z,stage_1_wetland_relocation,stage_1_wetland_relocation,0,displace_as_a,A,0.8752178836634773,1.9479037181793633,0.8752178836634773,-0.13328754094262907,-2.0811912591219923,A,A,deepseek-v4-flash,deepseek-v4-flash,a26a7955944dc5c60445bff77fac9c8e,d087278e-1e29-45a8-b3b7-614d6f7dce0d,205,1,206,eab652b380d6facd395136aee2c9ff80e2d127cbda1f9ba91c60feed5d2bb2d9,b246425bcda1ef08b3e4fa2a4d557aca2e874dc156d2e75041a5b97a089b0507
20260824T095853Z,stage_1_wetland_relocation,stage_1_wetland_relocation,0,displace_as_b,B,0.9937503228055887,5.068956177284044,0.006249677194411232,-5.075227637411686,-0.006271460127641325,B,B,deepseek-v4-flash,deepseek-v4-flash,a26a7955944dc5c60445bff77fac9c8e,e3fddb4b-e34d-4db9-a7bc-95fc474f5c06,205,1,206,7e8a4f6acebca536d04ef5ff34799b79a56c65f7d2a470abdaabb81baf38d61c,b246425bcda1ef08b3e4fa2a4d557aca2e874dc156d2e75041a5b97a089b0507
20260824T095853Z,stage_1_wetland_relocation,stage_1_wetland_relocation,1,displace_as_a,A,0.988437888527867,4.44839230670881,0.988437888527867,-0.011631743343351425,-4.460024050052161,A,A,deepseek-v4-flash,deepseek-v4-flash,a26a7955944dc5c60445bff77fac9c8e,e0495cf2-7f70-4772-bbbf-96e2671b195f,205,1,206,a3e9cf68c9fabf98aee5f19f4521edc16f36df781d6155c664aed70a35e13b9b,b246425bcda1ef08b3e4fa2a4d557aca2e874dc156d2e75041a5b97a089b0507
20260824T095853Z,stage_1_wetland_relocation,stage_1_wetland_relocation,1,displace_as_b,B,0.9998664462041033,8.920872633058801,0.00013355379589678247,-8.92100673557474,-0.00013410251593979724,B,B,deepseek-v4-flash,deepseek-v4-flash,a26a7955944dc5c60445bff77fac9c8e,e412864a-20a5-4155-b03f-107b334e66c5,205,1,206,142b3cd13a16a15dfae7d2f20d61c1d8e30de26ac6eaf032a05a6c6ddd6460a8,b246425bcda1ef08b3e4fa2a4d557aca2e874dc156d2e75041a5b97a089b0507
20260824T095853Z,stage_1_wetland_relocation,stage_1_wetland_relocation,10,displace_as_a,A,0.9738975877896097,3.6192784201956982,0.9738975877896097,-0.02644958155498331,-3.6457280017506815,A,A,deepseek-v4-flash,deepseek-v4-flash,a26a7955944dc5c60445bff77fac9c8e,5d3124d9-f646-43de-950b-ce4c642adf66,205,1,206,e499aac138f142c97db1eb5c28507a37455c22cf2f53d2efcd00c97832f89141,b246425bcda1ef08b3e4fa2a4d557aca2e874dc156d2e75041a5b97a089b0507
20260824T095853Z,stage_1_wetland_relocation,stage_1_wetland_relocation,10,displace_as_b,B,0.9998727676599107,8.969368452953317,0.00012723234008931217,-8.969495797881228,-0.0001273449279117903,B,B,deepseek-v4-flash,deepseek-v4-flash,a26a7955944dc5c60445bff77fac9c8e,46504989-7b87-4a52-bbe3-8e42d2e4043b,205,1,206,5e7f7bc027c4125cbe2db12372e6c61fa9d13270268db7a46714c5e29de9247f,b246425bcda1ef08b3e4fa2a4d557aca2e874dc156d2e75041a5b97a089b0507
20260824T095853Z,stage_1_wetland_relocation,stage_1_wetland_relocation,100,displace_as_a,A,0.9637001325488014,3.278966090616786,0.9637001325488014,-0.03697581436361295,-3.315941904980399,A,A,deepseek-v4-flash,deepseek-v4-flash,a26a7955944dc5c60445bff77fac9c8e,908bdd7a-a4f1-4b37-88bf-e3155b3282dc,205,1,206,adb98c073e830d4ec1666cb3100ed578e6a7fa65a0b8f9681e5bd4495316549e,b246425bcda1ef08b3e4fa2a4d557aca2e874dc156d2e75041a5b97a089b0507
20260824T095853Z,stage_1_wetland_relocation,stage_1_wetland_relocation,100,displace_as_b,B,0.9998379164673439,8.727236625275845,0.0001620835326561274,-8.727398913736883,-0.00016228846103730291,B,B,deepseek-v4-flash,deepseek-v4-flash,a26a7955944dc5c60445bff77fac9c8e,a0d51944-b7d7-4bad-8aa2-8f17dc43effa,205,1,206,95f61e3281d76e41ef352bab359c409296252a59e8eb4bbafa486479d675c181,b246425bcda1ef08b3e4fa2a4d557aca2e874dc156d2e75041a5b97a089b0507
20260824T095853Z,stage_1_wetland_relocation,stage_1_wetland_relocation,1000,displace_as_a,A,0.9541435194391432,3.0352975684247783,0.9541435194391432,-0.046941693295301574,-3.08223926172008,A,A,deepseek-v4-flash,deepseek-v4-flash,a26a7955944dc5c60445bff77fac9c8e,b9c2d44c-9010-46db-aa59-9f345381ef2b,206,1,207,7004e06c5106d1fd3da78dc50ae5904c597e0494ed555f67d7af7ccbe1fd7ae1,b246425bcda1ef08b3e4fa2a4d557aca2e874dc156d2e75041a5b97a089b0507
20260824T095853Z,stage_1_wetland_relocation,stage_1_wetland_relocation,1000,displace_as_b,B,0.9998007638836917,8.520820666512435,0.00019923611630837825,-8.521021954959973,-0.0002012884475381468,B,B,deepseek-v4-flash,deepseek-v4-flash,a26a7955944dc5c60445bff77fac9c8e,5bf1a41c-e793-49e3-97aa-7d337e4fbbcf,206,1,207,5b25b49780b76271f55d15904099c21226d68406f32ce37accbc2c4ea6c4a076,b246425bcda1ef08b3e4fa2a4d557aca2e874dc156d2e75041a5b97a089b0507
20260824T095853Z,stage_1_wetland_relocation,stage_1_wetland_relocation,5000,displace_as_a,A,0.8599234169171286,1.8146540401181865,0.8599234169171286,-0.15091407522136,-1.9655681153395466,A,A,deepseek-v4-flash,deepseek-v4-flash,a26a7955944dc5c60445bff77fac9c8e,ae4ed74b-b8ed-4d01-a64e-cafdc4a1c1c2,206,1,207,c1089062786d26068c56a501f2bd60d21a51729de8f5a5ba23b446c45bce77a9,b246425bcda1ef08b3e4fa2a4d557aca2e874dc156d2e75041a5b97a089b0507
20260824T095853Z,stage_1_wetland_relocation,stage_1_wetland_relocation,5000,displace_as_b,B,0.999788920683693,8.463065486858309,0.0002110793163070384,-8.463277717443544,-0.00021223058523537613,B,B,deepseek-v4-flash,deepseek-v4-flash,a26a7955944dc5c60445bff77fac9c8e,db800eb7-61a4-47d0-8d61-4e3bf6beee94,206,1,207,bed2944d652dc08caf05fa018bcff0ea71c96bea97b25ee9895ff3ed8046355e,b246425bcda1ef08b3e4fa2a4d557aca2e874dc156d2e75041a5b97a089b0507
20260824T095853Z,stage_1_wetland_relocation,stage_1_wetland_relocation,10000,displace_as_a,A,0.936328474575395,2.6882288972536013,0.936328474575395,-0.06578962263787698,-2.754018519891478,A,A,deepseek-v4-flash,deepseek-v4-flash,a26a7955944dc5c60445bff77fac9c8e,a7358b50-5f25-40a8-bf2f-7a05cd8e4f0a,206,1,207,65b8dc4abe50ab741fa26c4a68574473689f00d0da234701206c44fab38fcf65,b246425bcda1ef08b3e4fa2a4d557aca2e874dc156d2e75041a5b97a089b0507
20260824T095853Z,stage_1_wetland_relocation,stage_1_wetland_relocation,10000,displace_as_b,B,0.9993058342429418,7.272105376151047,0.0006941657570581097,-7.272802039407637,-0.0006966632565894041,B,B,deepseek-v4-flash,deepseek-v4-flash,a26a7955944dc5c60445bff77fac9c8e,8df879af-d6e8-48e3-a365-878ca26c48ce,206,1,207,58f85ac539a51940bdf1a5750c97eafa999374c017f0b62c4067f88fe1bca306,b246425bcda1ef08b3e4fa2a4d557aca2e874dc156d2e75041a5b97a089b0507
20260824T095853Z,stage_1_wetland_relocation,stage_1_wetland_relocation,100000,displace_as_a,A,0.7958127077804238,1.3603261946612317,0.7958127077804238,-0.2283929185228787,-1.5887191131841105,B,B,deepseek-v4-flash,deepseek-v4-flash,a26a7955944dc5c60445bff77fac9c8e,a0ead673-c215-4dd1-b414-5d1d50871231,206,1,207,38bcb1dc8d4e8cbde4109e5ac61b529df5d53859b3e904807516dc7e8c363fef,b246425bcda1ef08b3e4fa2a4d557aca2e874dc156d2e75041a5b97a089b0507
20260824T095853Z,stage_1_wetland_relocation,stage_1_wetland_relocation,100000,displace_as_b,B,0.9988295974911948,6.749236476750882,0.0011704025088051402,-6.750410128599955,-0.0011736518490729016,B,B,deepseek-v4-flash,deepseek-v4-flash,a26a7955944dc5c60445bff77fac9c8e,cf6b96c8-b677-439f-8801-8e8a9dd9a477,206,1,207,065d7c8647e331f3805027a4cf98b79a82031886022f1b32ddce90a08bb83c4a,b246425bcda1ef08b3e4fa2a4d557aca2e874dc156d2e75041a5b97a089b0507
20260824T095853Z,stage_1_wetland_relocation,stage_1_wetland_relocation,500000,displace_as_a,A,0.6397494698731587,0.5742769399614791,0.6397494698731587,-0.4466810117404311,-1.0209579517019103,A,A,deepseek-v4-flash,deepseek-v4-flash,a26a7955944dc5c60445bff77fac9c8e,eb5f6796-50a9-4dbc-8ee0-a96ca68b97d6,206,1,207,7089f6777be94cbfd38645dfc6e46daa30c4a1e6f70505527958c1f2b1329b3d,b246425bcda1ef08b3e4fa2a4d557aca2e874dc156d2e75041a5b97a089b0507
20260824T095853Z,stage_1_wetland_relocation,stage_1_wetland_relocation,500000,displace_as_b,B,0.9995619989227155,7.7328510910093184,0.00043800107728454653,-7.733293057629644,-0.00044196662032578083,B,B,deepseek-v4-flash,deepseek-v4-flash,a26a7955944dc5c60445bff77fac9c8e,711af213-c208-4a26-8f9b-b59154d2cc86,206,1,207,b3ae03033cc71fcab6a2ba1b2c24f69370b61f0a67339b74e79aa0aa93f1edcf,b246425bcda1ef08b3e4fa2a4d557aca2e874dc156d2e75041a5b97a089b0507
