epoch,grad_norm,learning_rate,logits/chosen,logits/rejected,logps/chosen,logps/rejected,loss,rewards/accuracies,rewards/chosen,rewards/margins,rewards/rejected,step,epoch_number,examples_in_window
0.16326530612244897,3.335726261138916,0.0,0.0070542506873607635,0.38582420349121094,-173.45835876464844,-146.91485595703125,0.6931,0.0,0.0,0.0,0.0,1,1,16
0.32653061224489793,3.9487216472625732,2.5e-06,-0.23136550188064575,0.1287376582622528,-149.9696502685547,-144.9275665283203,0.6931,0.0,0.0,0.0,0.0,2,1,16
0.4897959183673469,3.4882450103759766,5e-06,0.017026148736476898,0.11199480295181274,-174.40969848632812,-134.67138671875,0.6962,0.4375,-0.010969114489853382,-0.004554413724690676,-0.0064146993681788445,3,1,16
0.6530612244897959,3.2766199111938477,4.965903258506806e-06,0.057048626244068146,0.2717301547527313,-157.98077392578125,-150.89784240722656,0.687,0.6875,0.003883887082338333,0.013454676605761051,-0.009570788592100143,4,1,16
0.8163265306122449,3.60485577583313,4.864543104251587e-06,0.008378107100725174,0.41826140880584717,-150.228759765625,-144.5681915283203,0.6839,0.5625,0.014064645394682884,0.020136548206210136,-0.006071900948882103,5,1,16
0.9795918367346939,3.4355010986328125,4.698684378016223e-06,-0.007508732378482819,0.23760518431663513,-155.12791442871094,-142.30282592773438,0.6921,0.5625,0.021396350115537643,0.0034245005808770657,0.01797185279428959,6,1,16
1.0,8.317315101623535,4.472851273490985e-06,-0.37482863664627075,0.04026409983634949,-186.59327697753906,-150.94195556640625,0.6843,1.0,-0.03942718356847763,0.0178298968821764,-0.05725708231329918,7,1,2
1.163265306122449,3.3246078491210938,4.1932039290643534e-06,-0.11951746046543121,0.045195408165454865,-149.58489990234375,-141.66305541992188,0.6878,0.5625,0.02112712897360325,0.011851262301206589,0.00927586667239666,8,2,16
1.3265306122448979,3.633120536804199,3.8673703953060685e-06,-0.03375233709812164,0.1265026479959488,-165.91903686523438,-132.733154296875,0.6827,0.5625,0.005085323005914688,0.022844983264803886,-0.0177596565335989,9,2,16
1.489795918367347,3.5339884757995605,3.5042385616324243e-06,-0.09482075273990631,0.4750574827194214,-162.8443145751953,-149.84768676757812,0.6817,0.5625,0.04085788503289223,0.024691345170140266,0.01616654358804226,10,2,16
1.6530612244897958,3.3664345741271973,3.1137137178519983e-06,0.04813418537378311,0.20618531107902527,-147.8490753173828,-144.4130859375,0.6761,0.625,0.036461781710386276,0.03597398102283478,0.0004878053441643715,11,2,16
1.816326530612245,3.5270464420318604,2.7064483636808314e-06,-0.00873982161283493,0.36592593789100647,-175.20248413085938,-154.18565368652344,0.6615,0.75,0.06332564353942871,0.06597428023815155,-0.0026486399583518505,12,2,16
1.9795918367346939,3.597858428955078,2.2935516363191695e-06,-0.03587383031845093,0.3646352291107178,-155.98158264160156,-139.93283081054688,0.6693,0.875,0.06371092796325684,0.04863028973340988,0.015080643817782402,13,2,16
2.0,7.708144664764404,1.8862862821480023e-06,0.9998834133148193,0.15523062646389008,-199.7666473388672,-160.73626708984375,0.6497,1.0,0.06072235107421875,0.08914642781019211,-0.02842407301068306,14,2,2
2.163265306122449,3.956059455871582,1.495761438367577e-06,-0.05249892547726631,0.25359293818473816,-181.24440002441406,-133.45680236816406,0.6802,0.6875,0.0530521385371685,0.02679886668920517,0.026253271847963333,15,3,16
2.326530612244898,3.086684465408325,1.1326296046939334e-06,-0.2406318336725235,0.16533733904361725,-143.51695251464844,-138.5741729736328,0.6607,0.6875,0.06361637264490128,0.06748323142528534,-0.0038668643683195114,16,3,16
2.489795918367347,3.5282211303710938,8.067960709356479e-07,-0.0459660179913044,0.13660985231399536,-162.13662719726562,-146.5918426513672,0.6734,0.875,0.05293693765997887,0.04076538234949112,0.012171554379165173,17,3,16
2.6530612244897958,3.523390054702759,5.271487265090163e-07,0.4556286036968231,0.5396938920021057,-156.94284057617188,-143.62132263183594,0.6784,0.5,0.04843483120203018,0.031717922538518906,0.016716908663511276,18,3,16
2.816326530612245,3.5233099460601807,3.0131562198377763e-07,-0.20928466320037842,0.19919390976428986,-142.69227600097656,-147.4938201904297,0.6547,0.9375,0.0720459446310997,0.07931041717529297,-0.007264471612870693,19,3,16
2.979591836734694,3.3138320446014404,1.3545689574841341e-07,0.0073472242802381516,0.23477782309055328,-171.26072692871094,-147.82174682617188,0.6619,0.75,0.09895004332065582,0.06617394089698792,0.0327761135995388,20,3,16
3.0,8.97797679901123,3.4096741493194196e-08,0.14612668752670288,0.8337447643280029,-184.31329345703125,-198.06826782226562,0.6702,1.0,0.008342742919921875,0.046851348131895065,-0.03850860893726349,21,3,2
